city,district,street,place,location,remark,source,link,is_today,province
北海,海城区,,四川路佳美大厦,"109.110145,21.475859",,广西新闻网,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,0,广西省
北海,海城区,,桐洋新城,"109.141495,21.458989",,广西新闻网,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,0,广西省
北海,海城区,,海湾明珠,"109.180817,21.535555",,广西新闻网,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,0,广西省
北海,海城区,,北海善水湾,"109.181936,21.527985",,广西新闻网,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,0,广西省
北海,海城区,,体育宾馆,"109.124468,21.476277",,广西新闻网,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,0,广西省
北海,海城区,,长城酒店,"109.119306,21.481153",,广西新闻网,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,0,广西省
北海,海城区,,龙凤新居1栋,"109.138406,21.456474",,广西新闻网,https://mp.weixin.qq.com/s/8SeW6vjbDdYYbit8M7L32g,0,广西省
北海,海城区,,老伍米粉店深港花园店,"109.126377,21.465615",,广西新闻网,https://mp.weixin.qq.com/s/XzA587DmEzSbqhJIQoCNQw,0,广西省
北海,海城区,,云南路景海豪庭,"109.1066,21.453503",,广西新闻网,https://mp.weixin.qq.com/s/Hs6IpqXoxWCPWX5Rg3YtwA,0,广西省
贵港,平南县,,平南县,"110.392168,23.539127",,广西新闻网,http://gg.gxnews.com.cn/staticpages/20200203/newgx5e3775c4-19227739.shtml,0,广西省
贵港,桂平市,,桂平市,"110.079379,23.394326",,广西新闻网,http://gg.gxnews.com.cn/staticpages/20200206/newgx5e3b5e1f-19237991.shtml,0,广西省
贵港,港北区,,港北区,"109.57224,23.111531",,广西新闻网,http://gg.gxnews.com.cn/staticpages/20200206/newgx5e3b5e1f-19237991.shtml,0,广西省
防城港,港口区,,广场东路与广场环路交叉口西北50米越秀小区国贸新城,"108.353103,21.638121",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,华联超市（桂海东盟店）,"108.356542,21.633015",,广西新闻网,https://mp.weixin.qq.com/s/XzA587DmEzSbqhJIQoCNQw,0,广西省
防城港,港口区,,阳光海岸对面的海滩,"108.355663,21.650055",,广西新闻网,https://mp.weixin.qq.com/s/XzA587DmEzSbqhJIQoCNQw,0,广西省
防城港,港口区,,睿多生活超市,"108.356044,21.64898",,广西新闻网,https://mp.weixin.qq.com/s/XzA587DmEzSbqhJIQoCNQw,0,广西省
防城港,港口区,,北部湾大道中段99号恒大御景湾,"108.361826,21.664936",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,北部湾大道东150米阳光海岸三期,"108.356908,21.648699",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,冲孔路1号金海湾小区C3,"108.350018,21.689039",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,越秀小区国贸新城,"108.353103,21.638121",,广西新闻网,https://mp.weixin.qq.com/s/XzA587DmEzSbqhJIQoCNQw,0,广西省
防城港,港口区,,新大新超市（港口汽车站店）,"108.354221,21.641496",,广西新闻网,https://mp.weixin.qq.com/s/XzA587DmEzSbqhJIQoCNQw,0,广西省
防城港,港口区,,万鹤路66号塞纳庄园,"108.370459,21.688393",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,桃源街12号碧海紫金城,"108.355488,21.641835",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,金花茶大道68号新城国际,"108.363637,21.688122",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,拥军路16号辉龙美寓居,"108.352586,21.632338",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,桃源街6号西湾上城,"108.359102,21.640776",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,祥云街与长山路交会处双湾国际小区,"108.366252,21.659586",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,港口区,,金花茶大道东海港城,"108.364595,21.702267",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,防城区,,大西南文昌超市附近自建民房,"108.366659,21.754762",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,防城区,,防城区防钦路78号红珊瑚商务宾馆,"108.365623,21.769273",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
防城港,东兴市,,江平镇万尾村18组花海木屋民宿,"108.154052,21.527015",,广西新闻网,https://mp.weixin.qq.com/s/k9mJHlu11N5bLxS9-QWXWA,0,广西省
来宾,象州县,,寺村镇文化广场,"109.687269,23.961012",,广西新闻网,https://mp.weixin.qq.com/s/_w9qqAIgV8kIQGOL4pKCaQ,0,广西省
来宾,象州县,,寺村镇二中路莲花小区,"109.838572,23.968589",,广西新闻网,https://mp.weixin.qq.com/s/_w9qqAIgV8kIQGOL4pKCaQ,0,广西省
来宾,象州县,,寺村镇集贸市场李四粉店,"109.841303,23.969782",,广西新闻网,https://mp.weixin.qq.com/s/_w9qqAIgV8kIQGOL4pKCaQ,0,广西省
来宾,象州县,,寺村永昌隆超市,"109.841958,23.96924",,广西新闻网,https://mp.weixin.qq.com/s/_w9qqAIgV8kIQGOL4pKCaQ,0,广西省
来宾,象州县,,二中路,"109.837871,23.97064",,广西新闻网,https://mp.weixin.qq.com/s/_w9qqAIgV8kIQGOL4pKCaQ,0,广西省
来宾,兴宾区,,建宾市场路口一家商店,"109.237044,23.725777",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,永兴路,"109.218835,23.757396",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,水街一家商店,"109.232227,23.724776",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,嘉嘉螺蛳粉祥和店,"109.227435,23.736892",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,祥和路桂中大药房,"109.223142,23.743788",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,大地景苑,"109.221626,23.739935",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,文化路大家自选便利店,"109.216688,23.728443",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,古三开元寺,"109.227846,23.745367",,广西新闻网,https://mp.weixin.qq.com/s/vtDaHndJuetQcEnRKHy-Zg,0,广西省
来宾,兴宾区,,古沙路,"109.236894,23.740021",,广西新闻网,https://mp.weixin.qq.com/s/vtDaHndJuetQcEnRKHy-Zg,0,广西省
来宾,兴宾区,,来宾商城大菜市,"109.232939,23.728431",,广西新闻网,https://mp.weixin.qq.com/s/vtDaHndJuetQcEnRKHy-Zg,0,广西省
来宾,兴宾区,,河西金海菜市场,"109.2197,23.715781",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,城厢水落附近的一心堂药店,"109.237702,23.724947",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,水户皇门“啊啰哈”奶茶店,"109.217449,23.739397",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,东南一路兴旺批发部,"109.237641,23.727812",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,百家惠路口附近,"109.236389,23.72685",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,中兴购物广场,"109.234786,23.726397",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,芳姐米饺祥和店,"109.224465,23.741373",,广西新闻网,https://mp.weixin.qq.com/s/CYpPGPDaLKvgJcFUQkAmMA,0,广西省
来宾,兴宾区,,西山路古三安置小区,"109.213927,23.745069",,广西新闻网,https://mp.weixin.qq.com/s/bDY_tLAOKtfouxq2EisYbw,0,广西省
来宾,兴宾区,,古三庙,"109.226957,23.741162",,广西新闻网,https://mp.weixin.qq.com/s/bDY_tLAOKtfouxq2EisYbw,0,广西省
来宾,兴宾区,,城厢镇泗贯村委泗贯村,"109.247284,23.735484",,广西新闻网,https://mp.weixin.qq.com/s/bDY_tLAOKtfouxq2EisYbw,0,广西省
南宁,马山县,,金钗镇乐江村塘乐屯区,"108.432765,23.994862",,广西新闻网,https://mp.weixin.qq.com/s/Zdmaa1kmqYMoB6xkFCpkiQ,0,广西省
南宁,马山县,,金钗镇乐江村上凌屯,"108.425142,24.022487",,广西新闻网,https://mp.weixin.qq.com/s/iYttSSdEc2QH_HlWZJsy4A,0,广西省
南宁,良庆区,,良庆镇天誉城,"108.429411,22.75796",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,良庆区,,五象大道光明澜湾九里,"108.39869,22.763099",,广西新闻网,https://mp.weixin.qq.com/s/LcR9UuoA-NO5Gx3AOYw5cQ,0,广西省
南宁,隆安县,,那桐镇上邓村花路屯,"107.86722,23.038566",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,隆安县,,那桐镇那门村平安屯,"107.884526,23.048062",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,隆安县,,城厢镇城西路25号,"107.687546,23.174204",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,横县,,六景镇八联谷闭村,"108.880878,22.875753",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,西乡塘区,,安园东路9号桃花源小区,"108.306894,22.875623",,广西新闻网,https://mp.weixin.qq.com/s/bk0oci6bdomEm3Yf0h-I5w,0,广西省
南宁,西乡塘区,,北大北路25号梦泽园小区,"108.301027,22.823375",,广西新闻网,https://mp.weixin.qq.com/s/Zdmaa1kmqYMoB6xkFCpkiQ,0,广西省
南宁,西乡塘区,,大学东路118号,"108.284551,22.834439",,广西新闻网,https://mp.weixin.qq.com/s/nCz7_mN8s0wERezwMWzYkg,0,广西省
南宁,青秀区,,中山街道黄屋坡34-1号,"108.345389,22.798126",,广西新闻网,https://mp.weixin.qq.com/s/8SeW6vjbDdYYbit8M7L32g,0,广西省
南宁,青秀区,,津头村覃谢屋10号,"108.348821,22.794143",,广西新闻网,https://mp.weixin.qq.com/s/8SeW6vjbDdYYbit8M7L32g,0,广西省
南宁,青秀区,,仙葫大道天池山小区,"108.460631,22.812573",,广西新闻网,https://mp.weixin.qq.com/s/Zdmaa1kmqYMoB6xkFCpkiQ,0,广西省
南宁,青秀区,,佛子岭路21号,"108.407649,22.83366",,广西新闻网,https://mp.weixin.qq.com/s/nCz7_mN8s0wERezwMWzYkg,0,广西省
南宁,青秀区,,长湖路埌东2组A区47栋,"108.373138,22.824133",,广西新闻网,https://mp.weixin.qq.com/s/nCz7_mN8s0wERezwMWzYkg,0,广西省
南宁,青秀区,,民族大道168号翡翠园小区,"108.411144,22.810881",,广西新闻网,https://mp.weixin.qq.com/s/yVDG6TXMT1Zzh19_I16RIA,0,广西省
南宁,青秀区,,青秀区津头街道教育路7号,"108.35955,22.798877",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,青秀区,,长湖路15号中鼎温馨家园,"108.366215,22.827439",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,青秀区,,星湖路北一里民语委小区,"108.340342,22.810322",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,青秀区,,东葛路159号景晖花园,"108.371363,22.832343",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,青秀区,,竹溪大道73号领东尚层,"108.373752,22.805989",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,青秀区,,星湖路南一里一巷18号单位住宅小区,"108.342139,22.806113",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,江南区,,白沙大道19号金湾花城,"108.328161,22.781548",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,邕宁区,,新邕路198号君华锦云小区,"108.478625,22.782473",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
南宁,邕宁区,,中和镇祥旦村,"108.762973,22.70958",,广西新闻网,https://mp.weixin.qq.com/s/qsbIODI2G57axt9zr86eRg,0,广西省
桂林,临桂区,,临桂镇,"110.186695,25.278856",,广西新闻网,https://mp.weixin.qq.com/s/yVDG6TXMT1Zzh19_I16RIA,0,广西省
齐齐哈尔,建华区,,运建园小区,"123.988164,47.353981",,辽沈晚报,https://mp.weixin.qq.com/s/-e5s6ClTnQoMsTiBQkVWdQ,0,黑龙江省
齐齐哈尔,建华区,,医药商厦,"123.956149,47.346209",,黑龙江发布,https://m.weibo.cn/3950759014/4473068594499815,0,黑龙江省
齐齐哈尔,建华区,,解放门市场,"123.957123,47.352419",,黑龙江发布,https://m.weibo.cn/3950759014/4473068594499815,0,黑龙江省
齐齐哈尔,建华区,,福鼎小区,"123.969644,47.362494",,黑龙江日报,https://mp.weixin.qq.com/s/dQeTEuubB5cA246QngKYcQ,0,黑龙江省
齐齐哈尔,建华区,,嘉禾国际小区,"123.96822,47.35875",,黑龙江日报,https://mp.weixin.qq.com/s/dQeTEuubB5cA246QngKYcQ,0,黑龙江省
齐齐哈尔,建华区,,天增小区6号楼7单元,"123.956594,47.349287",,黑龙江发布,https://m.weibo.cn/3950759014/4473068594499815,0,黑龙江省
齐齐哈尔,建华区,,运建园小区60号楼2单元,"123.988068,47.355915",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/QspqiAQ6_PIbwj1ojlOMuA,0,黑龙江省
齐齐哈尔,建华区,,金榜苑1号楼,"123.937241,47.363621",,黑龙江发布,https://m.weibo.cn/3950759014/4471867597678599,0,黑龙江省
齐齐哈尔,建华区,,东路小区9号楼1单元,"123.96342,47.35526",,黑龙江发布,https://m.weibo.cn/3950759014/4471867597678599,0,黑龙江省
齐齐哈尔,建华区,,运建园60号圣水湖养老院,"123.987983,47.355404",,黑龙江发布,https://m.weibo.cn/3950759014/4471867597678599,0,黑龙江省
齐齐哈尔,建华区,,亨达名苑西门对面齐泰药店,"123.960579,47.36075",,黑龙江发布,https://m.weibo.cn/3950759014/4471867597678599,0,黑龙江省
齐齐哈尔,建华区,,亨达名苑西门东禄大药房,"123.961125,47.357543",,黑龙江发布,https://m.weibo.cn/3950759014/4471867597678599,0,黑龙江省
齐齐哈尔,建华区,,运建园小区34号楼5单元,"123.989302,47.353194",,黑龙江发布,https://m.weibo.cn/status/4471867597678599?sudaref=shimo.im&display=0&retcode=6102#&gid=1&pid=2,1,黑龙江省
齐齐哈尔,建华区,,农牧小区,"123.95546,47.35434",,齐齐哈尔新闻网,https://m.weibo.cn/2375104471/4468572786783849,0,黑龙江省
齐齐哈尔,建华区,,文化街道香江家园小区,"123.932007,47.380878",,齐齐哈尔新闻网,https://m.weibo.cn/2375104471/4468572786783849,0,黑龙江省
齐齐哈尔,建华区,,清真寺对面的雨祥斋,"123.950293,47.350365",,齐齐哈尔新闻网,https://login.sina.com.cn/sso/login.php?url=https%3A%2F%2Fm.weibo.cn%2F2375104471%2F4468572786783849&_rand=1582127331.8486&gateway=1&service=sinawap&entry=sinawap&useticket=1&returntype=META&sudaref=&_client_version=0.6.33,1,黑龙江省
齐齐哈尔,建华区,,建设街道运建小区7号楼3单元,"123.994404,47.359805",,齐齐哈尔新闻网,https://m.weibo.cn/2375104471/4468572786783849,0,黑龙江省
齐齐哈尔,建华区,,运建园市场,"123.990279,47.35808",,齐齐哈尔新闻网,https://m.weibo.cn/2375104471/4468572786783849,0,黑龙江省
齐齐哈尔,铁锋区,,龙华街道龙华小区4号楼4单元,"123.974971,47.33582",,黑龙江发布,https://m.weibo.cn/3950759014/4472551340386162,0,黑龙江省
齐齐哈尔,克东县,,乾丰镇繁荣村,"126.272481,47.805303",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/1hYgutWByvwNA_gz-bsyzg,0,黑龙江省
齐齐哈尔,讷河市,,韩都烧烤,"124.887266,48.479237",,内蒙古日报,https://mp.weixin.qq.com/s/WBkYAkadMMy8qkjvZeTbyQ,0,黑龙江省
齐齐哈尔,讷河市,,贵仁名苑5栋3单元,"124.893144,48.481809",,黑龙江发布,https://m.weibo.cn/3950759014/4470714969436000,0,黑龙江省
齐齐哈尔,依安县,,东方嘉盛小区5号楼1单元,"125.307696,47.897577",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/VpS6VgbDRIfAd6VVYTKcIA,0,黑龙江省
齐齐哈尔,依安县,,先锋乡四烈村6组,"125.153413,48.02766",,齐齐哈尔新闻网,https://login.sina.com.cn/sso/login.php?url=https%3A%2F%2Fm.weibo.cn%2F2375104471%2F4468572786783849&_rand=1582127331.8486&gateway=1&service=sinawap&entry=sinawap&useticket=1&returntype=META&sudaref=&_client_version=0.6.33,1,黑龙江省
齐齐哈尔,依安县,,依龙镇自新村公寓楼1号楼,"125.284778,47.466327",,黑龙江发布,https://m.weibo.cn/3950759014/4470360261214454,0,黑龙江省
齐齐哈尔,龙江县,,七道街明亮花苑4号楼,"123.184921,47.339272",,齐齐哈尔新闻网,https://m.weibo.cn/2375104471/4468572786783849,0,黑龙江省
齐齐哈尔,龙江县,,龙江镇花园小区煤建家属楼5号楼,"123.194215,47.335881",,黑龙江发布,https://m.weibo.cn/3950759014/4470360261214454,0,黑龙江省
齐齐哈尔,甘南县,,甘南党校,"123.501104,47.930374",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,木材西大门小二楼,,,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,劳建公司大门对过往东一百米路北,"123.496341,47.921341",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/6o-HzvkTQ8vCWCJTuKIbJg,0,黑龙江省
齐齐哈尔,甘南县,,龙福嘉园6号楼,"123.510701,47.922278",,黑龙江发布,https://m.weibo.cn/3950759014/4470714969436000,0,黑龙江省
齐齐哈尔,甘南县,,土地局家属楼,"123.424637,46.390001",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,蒸得香餐馆,"123.957722,47.329416",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,忆乡旅店,"123.951282,47.345443",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,齐泰药店,"124.25464,48.013632",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,永安市场,"123.951784,47.34559",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,天泽超市,"123.506603,47.918647",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,甘南县,,东市场菜店,"123.964935,47.352745",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,拜泉县,,拜泉镇鑫海家园2号楼4单元,"126.094259,47.613073",,黑龙江发布,https://m.weibo.cn/3950759014/4471102309098064,0,黑龙江省
齐齐哈尔,拜泉县,,富强镇文明村,"125.661614,47.442976",,黑龙江发布,https://m.weibo.cn/3950759014/4471102309098064,0,黑龙江省
齐齐哈尔,龙沙区,,北疆经典小区,"123.953625,47.324034",,黑龙江发布,https://m.weibo.cn/3950759014/4471498670424164,0,黑龙江省
齐齐哈尔,龙沙区,,领航国际1号楼2单元,"123.958429,47.316056",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/FpYpUpKFhj8kHj5LPhZxWg,0,黑龙江省
齐齐哈尔,龙沙区,,安顺小区集资楼6号楼,"123.940601,47.33225",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/FpYpUpKFhj8kHj5LPhZxWg,0,黑龙江省
齐齐哈尔,龙沙区,,金超点超市（谊联名居）,"123.959995,47.326569",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/1hYgutWByvwNA_gz-bsyzg,1,黑龙江省
齐齐哈尔,龙沙区,,大润发龙沙店,"123.974417,47.346232",,黑龙江发布,https://m.weibo.cn/3950759014/4470360261214454,0,黑龙江省
齐齐哈尔,龙沙区,,领航国际,"123.958429,47.316056",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,龙沙区,,公园社区新特药旁宾馆,"123.962255,47.30972",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,龙沙区,,安顺小区集资楼,"123.924112,47.331722",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
齐齐哈尔,龙沙区,,兰州手拉面（海洋之星对面）,"123.955166,47.332635",,齐齐哈尔新闻网,https://login.sina.com.cn/sso/login.php?url=https%3A%2F%2Fm.weibo.cn%2F2375104471%2F4468572786783849&_rand=1582127331.8486&gateway=1&service=sinawap&entry=sinawap&useticket=1&returntype=META&sudaref=&_client_version=0.6.33,1,黑龙江省
齐齐哈尔,龙沙区,,江安街道,"123.926094,47.325951",,齐齐哈尔新闻网,https://m.weibo.cn/2375104471/4468572786783849,0,黑龙江省
齐齐哈尔,龙沙区,,湖滨街道锦江阁二期23号楼1门,"123.935115,47.343181",,齐齐哈尔新闻网,https://m.weibo.cn/2375104471/4468572786783849,0,黑龙江省
齐齐哈尔,龙沙区,,彩虹街道谊联名居2号楼,"123.966583,47.332922",,黑龙江发布,https://m.weibo.cn/3950759014/4470360261214454,0,黑龙江省
齐齐哈尔,龙沙区,,五福市场,"123.963579,47.334868",,黑龙江发布,https://m.weibo.cn/3950759014/4470360261214454,0,黑龙江省
齐齐哈尔,龙沙区,,金超点超（市谊联名居）,"123.959995,47.326569",,齐齐哈尔生活资讯,https://mp.weixin.qq.com/s/1hYgutWByvwNA_gz-bsyzg,0,黑龙江省
齐齐哈尔,梅里斯区,,莽格吐乡莽格吐村,"124.13821,47.780441",,黑龙江日报,https://mp.weixin.qq.com/s/oMM7kY6sk29kXYE_NyqfWQ,0,黑龙江省
伊春,南岔县,,平安保险公司,"129.286201,47.136002",,黑龙江发布,https://m.weibo.cn/status/4473308298574515,0,黑龙江省
伊春,南岔县,,东泰家园,"129.288184,47.137199",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,金瑞小区,"129.434452,47.409125",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,金山屯镇公园小区,"129.439073,47.41011",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,金山屯镇环卫处,"128.91741,47.735705",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,金盛小区,"129.42646,47.411052",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,玫瑰小区,"129.43735,47.416677",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,杜鹃小区,"129.433154,47.424488",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,枫叶小区,"129.442107,47/418488",,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
伊春,金林区,,仁和水岸小区,,,伊春发布,https://mp.weixin.qq.com/s/gln2eGgTLCqWN3md721P1g,0,黑龙江省
佳木斯,富锦市,,跃彩网吧,,,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,富锦市,,兴隆岗镇兴胜村,"132.561497,46.967181",,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,富锦市,,头林镇双福村,"132.263163,47.036013",,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,前进区,,怡园小区,"133.65916,47.88764",,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,前进区,,长安东路131号小酒喔直供东城领秀店,"130.385968,46.820442",,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,前进区,,升平路奋斗生鲜超市,"130.384984,46.815473",,佳木斯市应对新型冠状病毒感染肺炎疫情工作指挥部,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,桦川县,,悦来镇中和村,"130.65486,47.012483",,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,桦川县,,欧克一百汉堡店,"130.728122,47.026374",,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,桦川县,,曲淑萍内科诊所,,,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,桦川县,,邵丽美容院,,,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
佳木斯,桦川县,,福顺康宁小区,"130.728867,47.022969",,黑龙江发布,https://m.weibo.cn/3950759014/4470839476592019,0,黑龙江省
佳木斯,桦川县,,曹家大院,"130.729002,47.018792",,佳木斯日报,https://mp.weixin.qq.com/s/fkI-uTDoTQWu15jilFtYKQ,0,黑龙江省
